name,party,district,chamber,start,end,occupation,gender,id,party_abbrev,twittername
Sten Bergheden,Moderata samlingspartiet,Västra Götalands läns östra,Enkammarriksdagen,2010,2014,,man,sten_bergheden_646b66,M,
Stina Bergström,Miljöpartiet de gröna,Värmlands län,Enkammarriksdagen,2010,2014,,woman,stina_bergstrom_d57ec1,MP,
Susanna Haby,Moderata samlingspartiet,Göteborgs kommun,Enkammarriksdagen,2010,2014,,woman,susanna_haby_74d2ff,M,
Susanne Eberstein,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,2010,2014,,woman,susanne_eberstein_543353,S,
Suzanne Svensson,Socialdemokraterna,Blekinge län,Enkammarriksdagen,2010,2014,,woman,suzanne_svensson_648489,S,
Sven-Erik Bucht,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,2010,2014,,man,sven-erik_bucht_da1a1d,S,
Sven-Olof Sällström,Sverigedemokraterna,Göteborgs kommun,Enkammarriksdagen,2010,2014,,man,sven-olof_sallstrom_d28bdc,SD,
Teres Lindberg,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2010,2014,,woman,teres_lindberg_5962f9,S,
Thomas Finnborg,Moderata samlingspartiet,Skåne läns västra,Enkammarriksdagen,2010,2014,,man,thomas_finnborg_685d30,M,
Thomas Strand,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,2010,2014,,man,thomas_strand_7e1b27,S,
Thoralf Alfsson,Sverigedemokraterna,Östergötlands län,Enkammarriksdagen,2010,2014,,man,thoralf_alfsson_3fc160,SD,
Tina Acketoft,Folkpartiet Liberalerna,Skåne läns västra,Enkammarriksdagen,2010,2014,,woman,tina_acketoft_a2726b,L,
Tina Ehn,Miljöpartiet de gröna,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,,woman,tina_ehn_94fa72,MP,
Tobias Billström(ersatt av Kajsa Lunderquist),Moderata samlingspartiet,Malmö kommun,Enkammarriksdagen,2010,2014,,man,tobias_billstromersatt_av_kajsa_lunderquist_7ef6ab,M,
Tomas Eneroth,Socialdemokraterna,Kronobergs län,Enkammarriksdagen,2010,2014,,man,tomas_eneroth_940a2f,S,
Tomas Tobé,Moderata samlingspartiet,Gävleborgs län,Enkammarriksdagen,2010,2014,,man,tomas_tobe_582271,M,
Tommy Waidelich,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2010,2014,,man,tommy_waidelich_889e31,S,
Tony Wiklander,Sverigedemokraterna,Skåne läns västra,Enkammarriksdagen,2010,2014,,man,tony_wiklander_23625a,SD,
Torbjörn Björlund,Vänsterpartiet,Östergötlands län,Enkammarriksdagen,2010,2014,,man,torbjorn_bjorlund_938599,V,
Tuve Skånberg,Kristdemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2010,2014,,man,tuve_skanberg_e406a8,KD,
Ulf Berg,Moderata samlingspartiet,Dalarnas län,Enkammarriksdagen,2010,2014,,man,ulf_berg_15a2cc,M,
Ulf Holm,Miljöpartiet de gröna,Skåne läns södra,Enkammarriksdagen,2010,2014,,man,ulf_holm_725cfd,MP,
Ulf Nilsson,Folkpartiet Liberalerna,Skåne läns södra,Enkammarriksdagen,2010,2014,,man,ulf_nilsson_b2871f,L,
Ulla Andersson,Vänsterpartiet,Gävleborgs län,Enkammarriksdagen,2010,2014,,woman,ulla_andersson_c170b8,V,
Ulrik Nilsson,Moderata samlingspartiet,Västra Götalands läns södra,Enkammarriksdagen,2010,2014,,man,ulrik_nilsson_f7792c,M,
Ulrika Carlsson,Centerpartiet,Västra Götalands läns östra,Enkammarriksdagen,2010,2014,,woman,ulrika_carlsson_4a4cd7,C,
Ulrika Karlsson,Moderata samlingspartiet,Uppsala län,Enkammarriksdagen,2010,2014,,woman,ulrika_karlsson_c2b6ae,M,
Urban Ahlin,Socialdemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2010,2014,,man,urban_ahlin_3d7d45,S,
Valter Mutt,Miljöpartiet de gröna,Göteborgs kommun,Enkammarriksdagen,2010,2014,,man,valter_mutt_c20a58,MP,
Veronica Palm,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2010,2014,,woman,veronica_palm_ff0fe7,S,
Walburga Habsburg Douglas,Moderata samlingspartiet,Södermanlands län,Enkammarriksdagen,2010,2014,,woman,walburga_habsburg_douglas_f74999,M,
Wiwi-Anne Johansson,Vänsterpartiet,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,,woman,wiwi-anne_johansson_946962,V,
Yilmaz Kerimo,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2010,2014,,man,yilmaz_kerimo_0a9bd1,S,
Ylva Johansson,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2010,2014,,woman,ylva_johansson_e8ae63,S,
Yvonne Andersson,Kristdemokraterna,Östergötlands län,Enkammarriksdagen,2010,2014,,woman,yvonne_andersson_3449f2,KD,
Åsa Coenraads,Moderata samlingspartiet,Västmanlands län,Enkammarriksdagen,2010,2014,,woman,asa_coenraads_1b651c,M,
Åsa Lindestam,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,2010,2014,,woman,asa_lindestam_726066,S,
Åsa Romson,Miljöpartiet de gröna,Stockholms kommun,Enkammarriksdagen,2010,2014,,woman,asa_romson_f891ec,MP,
Åsa Torstensson,Centerpartiet,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,,woman,asa_torstensson_979779,C,
Adam Marttinen,Sverigedemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,adam_marttinen_6e4e4c,SD,
Adnan Dibrani,Socialdemokraterna,Hallands län,Enkammarriksdagen,2014,2018,,man,adnan_dibrani_a68488,S,
Agneta Börjesson,Miljöpartiet,Hallands län,Enkammarriksdagen,2014,2018,,woman,agneta_borjesson_918ffa,MP,
Agneta Gille,Socialdemokraterna,Uppsala län,Enkammarriksdagen,2014,2018,,woman,agneta_gille_e2a130,S,
Alexandra Völker,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,alexandra_volker_22df73,S,
Ali Esbati,Vänsterpartiet,Stockholms län,Enkammarriksdagen,2014,2018,,man,ali_esbati_8a67a8,V,
Allan Widman,Liberalerna,Malmö kommun,Enkammarriksdagen,2014,2018,,man,allan_widman_01a842,L,
Amineh Kakabaveh,Vänsterpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,amineh_kakabaveh_94b0a8,V,
Amir Adan,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,amir_adan_9a79d7,M,
Anders Ahlgren,Centerpartiet,Dalarnas län,Enkammarriksdagen,2014,2018,,man,anders_ahlgren_fe0d44,C,
Anders Forsberg,Sverigedemokraterna,Malmö kommun,Enkammarriksdagen,2014,2018,,man,anders_forsberg_137cf7,SD,
Anders Hansson,Moderaterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,man,anders_hansson_27d1ff,M,
Anders Schröder,Miljöpartiet,Gävleborgs län,Enkammarriksdagen,2014,2018,,man,anders_schroder_b9cfde,MP,
Anders W. Jonsson,Centerpartiet,Gävleborgs län,Enkammarriksdagen,2014,2018,,man,anders_w_jonsson_904e82,C,
Anders Ygeman,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,anders_ygeman_535cd9,S,
Anders Åkesson,Centerpartiet,Kalmar län,Enkammarriksdagen,2014,2018,,man,anders_akesson_6ee885,C,
Andreas Carlson,Kristdemokraterna,Jönköpings län,Enkammarriksdagen,2014,2018,,man,andreas_carlson_21f778,KD,
Andreas Norlén,Moderaterna,Östergötlands län,Enkammarriksdagen,2014,2018,,man,andreas_norlen_50fa15,M,
Anette Åkesson,Moderaterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,woman,anette_akesson_d57f30,M,
Angelika Bengtsson,Sverigedemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,angelika_bengtsson_bf3d32,SD,
Ann-Charlotte Hammar Johnsson,Moderaterna,Skåne läns västra,Enkammarriksdagen,2014,2018,,woman,ann-charlotte_hammar_johnsson_f4442e,M,
Ann-Christin Ahlberg,Socialdemokraterna,Västra Götalands läns södra,Enkammarriksdagen,2014,2018,,woman,ann-christin_ahlberg_4b10a2,S,
Anna Hagwall,Sverigedemokraterna,Västerbottens län,Enkammarriksdagen,2014,2018,,woman,anna_hagwall_2bcb94,SD,
Anna Johansson,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,woman,anna_johansson_aca1f2,S,
Anna Kinberg Batra,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,anna_kinberg_batra_ba9fb7,M,
Anna Wallentheim,Socialdemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,woman,anna_wallentheim_dbcc03,S,
Anna Wallén,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,2014,2018,,woman,anna_wallen_22eac7,S,
Anna-Caren Sätherberg,Socialdemokraterna,Jämtlands län,Enkammarriksdagen,2014,2018,,woman,anna-caren_satherberg_39e9b6,S,
Anna-Lena Sörenson,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,2014,2018,,woman,anna-lena_sorenson_79e551,S,
Annelie Karlsson,Socialdemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,woman,annelie_karlsson_209a55,S,
Annicka Engblom,Moderaterna,Blekinge län,Enkammarriksdagen,2014,2018,,woman,annicka_engblom_03816c,M,
Annie Lööf,Centerpartiet,Jönköpings län,Enkammarriksdagen,2014,2018,,woman,annie_loof_37497d,C,
Annika Eclund,Kristdemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,woman,annika_eclund_bdcd4e,KD,
Annika Hirvonen Falk,Miljöpartiet,Stockholms län,Enkammarriksdagen,2014,2018,,woman,annika_hirvonen_falk_3c3c3b,MP,
Annika Lillemets,Miljöpartiet,Östergötlands län,Enkammarriksdagen,2014,2018,,woman,annika_lillemets_f76e79,MP,
Annika Qarlsson,Centerpartiet,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,woman,annika_qarlsson_ed77ba,C,
Anti Avsan,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,anti_avsan_a22fb3,M,
Ardalan Shekarabi,Socialdemokraterna,Uppsala län,Enkammarriksdagen,2014,2018,,man,ardalan_shekarabi_b0e395,S,
Arhe Hamednaca,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,arhe_hamednaca_b83549,S,
Aron Emilsson,Sverigedemokraterna,Skåne läns västra,Enkammarriksdagen,2014,2018,,man,aron_emilsson_fc042b,SD,
Aron Modig,Kristdemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,aron_modig_6b3590,KD,
Barbro Westerholm,Liberalerna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,barbro_westerholm_941528,L,
Beatrice Ask,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,beatrice_ask_a7c062,M,
Bengt Eliasson,Liberalerna,Hallands län,Enkammarriksdagen,2014,2018,,man,bengt_eliasson_1cd89c,L,
Berit Högman,Socialdemokraterna,Värmlands län,Enkammarriksdagen,2014,2018,,woman,berit_hogman_03f970,S,
Betty Malmberg,Moderaterna,Östergötlands län,Enkammarriksdagen,2014,2018,,woman,betty_malmberg_6014b3,M,
Birger Lahti,Vänsterpartiet,Norrbottens län,Enkammarriksdagen,2014,2018,,man,birger_lahti_789d7d,V,
Birgitta Ohlsson,Liberalerna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,birgitta_ohlsson_5438df,L,
Björn Söder,Sverigedemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,bjorn_soder_d77f39,SD,
Björn Wiechel,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,2014,2018,,man,bjorn_wiechel_d58d9d,S,
Björn von Sydow,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,bjorn_von_sydow_b8b42e,S,
Boriana Åberg,Moderaterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,woman,boriana_aberg_d8f031,M,
Camilla Waltersson Grönvall,Moderaterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,woman,camilla_waltersson_gronvall_ce5782,M,
Carin Jämtin,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,carin_jamtin_567b85,S,
Carina Ohlsson,Socialdemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,woman,carina_ohlsson_fe3691,S,
Carina Ståhl Herrstedt,Sverigedemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,carina_stahl_herrstedt_48d8e0,SD,
Carl Schlyter,Miljöpartiet,Stockholms län,Enkammarriksdagen,2014,2018,,man,carl_schlyter_414a1c,MP,
Carl-Oskar Bohlin,Moderaterna,Dalarnas län,Enkammarriksdagen,2014,2018,,man,carl-oskar_bohlin_b20370,M,
Caroline Helmersson Olsson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,2014,2018,,woman,caroline_helmersson_olsson_334e5f,S,
Caroline Szyber,Kristdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,caroline_szyber_7a5e3a,KD,
Catharina Bråkenhielm,Socialdemokraterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,woman,catharina_brakenhielm_aae71f,S,
Catharina Elmsäter-Svärd,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,catharina_elmsater-svard_b0492b,M,
Cecilia Magnusson,Moderaterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,woman,cecilia_magnusson_c465bd,M,
Cecilia Widegren,Moderaterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,woman,cecilia_widegren_43b4e5,M,
Cecilie Tenfjord-Toftby,Moderaterna,Västra Götalands läns södra,Enkammarriksdagen,2014,2018,,woman,cecilie_tenfjord-toftby_fbd747,M,
Christer Engelhardt,Socialdemokraterna,Gotlands län,Enkammarriksdagen,2014,2018,,man,christer_engelhardt_ec1ae9,S,
Christer Nylander,Liberalerna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,man,christer_nylander_000d78,L,
Christian Holm Barenfeld,Moderaterna,Värmlands län,Enkammarriksdagen,2014,2018,,man,christian_holm_barenfeld_e8d42c,M,
Christina Höj Larsen,Vänsterpartiet,Västernorrlands län,Enkammarriksdagen,2014,2018,,woman,christina_hoj_larsen_e123bd,V,
Christina Östberg,Sverigedemokraterna,Kalmar län,Enkammarriksdagen,2014,2018,,woman,christina_ostberg_112a26,SD,
Christoffer Dulny,Sverigedemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,,man,christoffer_dulny_644fdd,SD,
Daniel Bäckström,Centerpartiet,Värmlands län,Enkammarriksdagen,2014,2018,,man,daniel_backstrom_a263f4,C,
Daniel Riazat,Vänsterpartiet,Dalarnas län,Enkammarriksdagen,2014,2018,,man,daniel_riazat_7df222,V,
Daniel Sestrajcic,Vänsterpartiet,Malmö kommun,Enkammarriksdagen,2014,2018,,man,daniel_sestrajcic_0cfb55,V,
David Lång,Sverigedemokraterna,Örebro län,Enkammarriksdagen,2014,2018,,man,david_lang_26d4ea,SD,
Dennis Dioukarev,Sverigedemokraterna,Jönköpings län,Enkammarriksdagen,2014,2018,,man,dennis_dioukarev_ba1346,SD,
Désirée Pethrus,Kristdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,desiree_pethrus_74bb52,KD,
Edward Riedl,Moderaterna,Västerbottens län,Enkammarriksdagen,2014,2018,,man,edward_riedl_e1f701,M,
Elin Lundgren,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,2014,2018,,woman,elin_lundgren_b4dd6d,S,
Elisabeth Svantesson,Moderaterna,Örebro län,Enkammarriksdagen,2014,2018,,woman,elisabeth_svantesson_377540,M,
Ellen Juntti,Moderaterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,woman,ellen_juntti_39e98f,M,
Emanuel Öz,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,emanuel_oz_f0436f,S,
Emil Källström,Centerpartiet,Västernorrlands län,Enkammarriksdagen,2014,2018,,man,emil_kallstrom_2ea1a7,C,
Emilia Töyrä,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,,woman,emilia_toyra_7e4d1a,S,
Emma Carlsson Löfdahl,Liberalerna,Jönköpings län,Enkammarriksdagen,2014,2018,,woman,emma_carlsson_lofdahl_ef4ae2,L,
Emma Henriksson,Kristdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,emma_henriksson_e29a29,KD,
Emma Hult,Miljöpartiet,Jönköpings län,Enkammarriksdagen,2014,2018,,woman,emma_hult_21a603,MP,
Emma Nohrén,Miljöpartiet,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,woman,emma_nohren_638e9a,MP,
Emma Wallrup,Vänsterpartiet,Uppsala län,Enkammarriksdagen,2014,2018,,woman,emma_wallrup_0f76ec,V,
Erik Andersson,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,erik_andersson_c50742,M,
Erik Ullenhag,Liberalerna,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,erik_ullenhag_56caf8,L,
Esabelle Dingizian,Miljöpartiet,Stockholms län,Enkammarriksdagen,2014,2018,,,esabelle_dingizian_4594cf,MP,
Eskil Erlandsson,Centerpartiet,Kronobergs län,Enkammarriksdagen,2014,2018,,man,eskil_erlandsson_627256,C,
Eva Lohman,Moderaterna,Västernorrlands län,Enkammarriksdagen,2014,2018,,woman,eva_lohman_a02ff2,M,
Eva Sonidsson,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,2014,2018,,woman,eva_sonidsson_1c1cef,S,
Eva-Lena Jansson,Socialdemokraterna,Örebro län,Enkammarriksdagen,2014,2018,,woman,eva-lena_jansson_b7548c,S,
Ewa Björling,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,ewa_bjorling_605305,M,
Ewa Thalén Finné,Moderaterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,woman,ewa_thalen_finne_980f1a,M,
Finn Bengtsson,Moderaterna,Östergötlands län,Enkammarriksdagen,2014,2018,,man,finn_bengtsson_b3da64,M,
Fredrik Christensson,Centerpartiet,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,man,fredrik_christensson_8a85f5,C,
Fredrik Lundh Sammeli,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,,man,fredrik_lundh_sammeli_49721a,S,
Fredrik Malm,Liberalerna,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,fredrik_malm_442e5b,L,
Fredrik Olovsson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,2014,2018,,man,fredrik_olovsson_2e60c7,S,
Fredrik Reinfeldt,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,fredrik_reinfeldt_09e4f0,M,
Gunilla Carlsson,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,woman,gunilla_carlsson_7c07d9,S,
Gunilla Nordgren,Moderaterna,Skåne läns södra,Enkammarriksdagen,2014,2018,,woman,gunilla_nordgren_5c507b,M,
Gunilla Svantorp,Socialdemokraterna,Värmlands län,Enkammarriksdagen,2014,2018,,woman,gunilla_svantorp_24200e,S,
Gustaf Hoffstedt,Moderaterna,Gotlands län,Enkammarriksdagen,2014,2018,,man,gustaf_hoffstedt_e0605a,M,
Gustav Fridolin,Miljöpartiet,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,man,gustav_fridolin_116e21,MP,
Göran Hägglund,Kristdemokraterna,Hallands län,Enkammarriksdagen,2014,2018,,man,goran_hagglund_82815a,KD,
Göran Pettersson,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,goran_pettersson_88ce53,M,
Hanif Bali,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,hanif_bali_6a96b1,M,
Hanna Wigh,Sverigedemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,,woman,hanna_wigh_5e48c8,SD,
Hannah Bergstedt,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,,woman,hannah_bergstedt_3af1f6,S,
Hans Ekström,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,2014,2018,,man,hans_ekstrom_dc3a70,S,
Hans Hoff,Socialdemokraterna,Hallands län,Enkammarriksdagen,2014,2018,,man,hans_hoff_73bb68,S,
Hans Linde,Vänsterpartiet,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,hans_linde_21f413,V,
Hans Rothenberg,Moderaterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,hans_rothenberg_99056e,M,
Hans Unander,Socialdemokraterna,Dalarnas län,Enkammarriksdagen,2014,2018,,man,hans_unander_4d3227,S,
Hans Wallmark,Moderaterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,man,hans_wallmark_6d5949,M,
Helena Bouveng,Moderaterna,Jönköpings län,Enkammarriksdagen,2014,2018,,woman,helena_bouveng_faa6e1,M,
Helena Lindahl,Centerpartiet,Västerbottens län,Enkammarriksdagen,2014,2018,,woman,helena_lindahl_9fd247,C,
Helene Petersson,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,2014,2018,,woman,helene_petersson_438dc3,S,
Helén Pettersson,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,2014,2018,,woman,helen_pettersson_08ff22,S,
Hillevi Engström,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,hillevi_engstrom_ee4ed1,M,
Hillevi Larsson,Socialdemokraterna,Malmö kommun,Enkammarriksdagen,2014,2018,,woman,hillevi_larsson_ed30a4,S,
Håkan Bergman,Socialdemokraterna,Örebro län,Enkammarriksdagen,2014,2018,,man,hakan_bergman_1d9771,S,
Håkan Juholt,Socialdemokraterna,Kalmar län,Enkammarriksdagen,2014,2018,,man,hakan_juholt_2ac50a,S,
Håkan Svenneling,Vänsterpartiet,Värmlands län,Enkammarriksdagen,2014,2018,,man,hakan_svenneling_f1f019,V,
Ibrahim Baylan,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,ibrahim_baylan_02fd28,S,
Ida Drougge,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,ida_drougge_95f632,M,
Ingela Nylund Watz,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,ingela_nylund_watz_306ffe,S,
Ingemar Nilsson,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,2014,2018,,man,ingemar_nilsson_758080,S,
Isak From,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,2014,2018,,man,isak_from_c62ca6,S,
Jabar Amin,Miljöpartiet,Västerbottens län,Enkammarriksdagen,2014,2018,,,jabar_amin_8c843f,MP,
Jakob Forssmed,Kristdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,man,jakob_forssmed_ba7bc5,KD,
Jan Björklund,Liberalerna,Stockholms län,Enkammarriksdagen,2014,2018,,man,jan_bjorklund_c1ffe0,L,
Jan Ericson,Moderaterna,Västra Götalands läns södra,Enkammarriksdagen,2014,2018,,man,jan_ericson_940d9e,M,
Jan Lindholm,Miljöpartiet,Dalarnas län,Enkammarriksdagen,2014,2018,,man,jan_lindholm_48e13b,MP,
Jan R. Andersson,Moderaterna,Kalmar län,Enkammarriksdagen,2014,2018,,man,jan_r_andersson_9abf65,M,
Jan-Olof Larsson,Socialdemokraterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,,man,jan-olof_larsson_d0ab21,S,
Janine Alm Ericson,Miljöpartiet,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,woman,janine_alm_ericson_db8707,MP,
Jasenko Omanovic,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,2014,2018,,man,jasenko_omanovic_f272cd,S,
Jeff Ahl,Sverigedemokraterna,Hallands län,Enkammarriksdagen,2014,2018,,man,jeff_ahl_cda727,SD,
Jennie Nilsson,Socialdemokraterna,Hallands län,Enkammarriksdagen,2014,2018,,woman,jennie_nilsson_a65e24,S,
Jennie Åfeldt,Sverigedemokraterna,Malmö kommun,Enkammarriksdagen,2014,2018,,woman,jennie_afeldt_c7d63a,SD,
Jenny Petersson,Moderaterna,Hallands län,Enkammarriksdagen,2014,2018,,woman,jenny_petersson_eb4203,M,
Jens Holm,Vänsterpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,jens_holm_07c7b1,V,
Jessica Polfjärd,Moderaterna,Västmanlands län,Enkammarriksdagen,2014,2018,,woman,jessica_polfjard_087239,M,
Jessica Rosencrantz,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,jessica_rosencrantz_0b0fd3,M,
Jessika Roswall,Moderaterna,Uppsala län,Enkammarriksdagen,2014,2018,,woman,jessika_roswall_2f787f,M,
Jimmie Åkesson,Sverigedemokraterna,Jönköpings län,Enkammarriksdagen,2014,2018,,man,jimmie_akesson_4166c2,SD,
Jimmy Ståhl,Sverigedemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,jimmy_stahl_c3baa2,SD,
Johan Andersson,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,2014,2018,,man,johan_andersson_0c789a,S,
Johan Büser,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,,man,johan_buser_d3bfc9,S,
Johan Forssell,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,johan_forssell_67b60c,M,
Johan Hedin,Centerpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,,man,johan_hedin_66d843,C,
Johan Hultberg,Moderaterna,Kronobergs län,Enkammarriksdagen,2014,2018,,man,johan_hultberg_295362,M,
Johan Löfstrand,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,2014,2018,,man,johan_lofstrand_47b5f6,S,
Johan Nissinen,Sverigedemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,,man,johan_nissinen_23252e,SD,
Johan Pehrson,Liberalerna,Örebro län,Enkammarriksdagen,2014,2018,,man,johan_pehrson_9909da,L,
Johanna Haraldsson,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,2014,2018,,woman,johanna_haraldsson_f2ce8a,S,
Johanna Jönsson,Centerpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,,woman,johanna_jonsson_f54b4b,C,
Johnny Skalin,Sverigedemokraterna,Hallands län,Enkammarriksdagen,2014,2018,,man,johnny_skalin_9e0da2,SD,
Jonas Eriksson,Miljöpartiet,Örebro län,Enkammarriksdagen,2014,2018,,man,jonas_eriksson_670e8d,MP,
Jonas Gunnarsson,Socialdemokraterna,Värmlands län,Enkammarriksdagen,2014,2018,,man,jonas_gunnarsson_52a128,S,
Jonas Jacobsson Gjörtler,Moderaterna,Skåne läns västra,Enkammarriksdagen,2014,2018,,man,jonas_jacobsson_gjortler_5898f0,M,
Jonas Millard,Sverigedemokraterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,,man,jonas_millard_649bbb,SD,
Jonas Sjöstedt,Vänsterpartiet,Västerbottens län,Enkammarriksdagen,2014,2018,,man,jonas_sjostedt_a7ce5d,V,
Jonas Åkerlund,Sverigedemokraterna,Västmanlands län,Enkammarriksdagen,2014,2018,,man,jonas_akerlund_c29310,SD,
Josef Fransson,Sverigedemokraterna,Uppsala län,Enkammarriksdagen,2014,2018,,man,josef_fransson_990ee4,SD,
Julia Kronlid,Sverigedemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,,woman,julia_kronlid_14fe4d,SD,
Jörgen Andersson,Moderaterna,Kalmar län,Enkammarriksdagen,2014,2018,,man,jorgen_andersson_8856f5,M,
