wiki_id,start,end,party,party_id
Q4971432,,,Socialdemokraterna,Q105112
Q4971459,,,Liberalerna,Q110857
Q4971571,,,Socialdemokraterna,Q105112
Q4971741,,,Socialdemokraterna,Q105112
Q4971770,,,Socialdemokraterna,Q105112
Q4971799,,,Socialdemokraterna,Q105112
Q4972450,,,Socialdemokraterna,Q105112
Q4972478,,,Socialdemokraterna,Q105112
Q4972485,,,Vänsterpartiet,Q110837
Q4972535,,,Socialdemokraterna,Q105112
Q4972552,,,Socialdemokraterna,Q105112
Q4972558,,,Moderaterna,Q110843
Q4972566,,,Liberalerna,Q110857
Q4972614,,,Socialdemokraterna,Q105112
Q4972634,,,Moderaterna,Q110843
Q4972645,,,Kristdemokraterna,Q213654
Q4972727,,,Socialdemokraterna,Q105112
Q4972780,,,Socialdemokraterna,Q105112
Q4972961,,,Liberalerna,Q110857
Q4973078,,,Moderaterna,Q110843
Q4973156,,,Miljöpartiet,Q213451
Q4973390,,,Moderaterna,Q110843
Q4973700,,,Kristdemokraterna,Q213654
Q4973713,,,Moderaterna,Q110843
Q4973765,,,Moderaterna,Q110843
Q4974051,,,Socialdemokraterna,Q105112
Q4974444,,,Moderaterna,Q110843
Q4974484,,,Moderaterna,Q110843
Q4974516,,,Socialdemokraterna,Q105112
Q4974518,,,Socialdemokraterna,Q105112
Q4974616,,,Ny demokrati,Q967278
Q4974920,,,Centerpartiet,Q110832
Q4975004,,,Moderaterna,Q110843
Q4975009,,,Kristdemokraterna,Q213654
Q4975172,,,Folkpartiet,Q53764745
Q4975354,,,Liberalerna,Q110857
Q4975451,,,Socialdemokraterna,Q105112
Q4975481,,,Moderaterna,Q110843
Q4975541,,,Miljöpartiet,Q213451
Q4975858,,,Kristdemokraterna,Q213654
Q4975896,,,Kristdemokraterna,Q213654
Q4975999,,,Miljöpartiet,Q213451
Q4976132,,,Vänsterpartiet,Q110837
Q4976146,,,Moderaterna,Q110843
Q4976340,,,Socialdemokraterna,Q105112
Q4976383,,,Miljöpartiet,Q213451
Q4976504,,,Socialdemokraterna,Q105112
Q4976518,,,Moderaterna,Q110843
Q4976716,,,Miljöpartiet,Q213451
Q4976788,,,Liberalerna,Q110857
Q4976818,,,Socialdemokraterna,Q105112
Q4976825,,,Liberalerna,Q110857
Q4976856,,,Socialdemokraterna,Q105112
Q4976914,,,Socialdemokraterna,Q105112
Q4976961,,,Liberalerna,Q110857
Q4977750,,,Miljöpartiet,Q213451
Q4977972,,,Centerpartiet,Q110832
Q4978575,,,Socialdemokraterna,Q105112
Q4978577,,,Socialdemokraterna,Q105112
Q4978983,,,Folkpartiet,Q53764745
Q4979011,,,Socialdemokraterna,Q105112
Q4979018,,,Socialdemokraterna,Q105112
Q4979095,,,Centerpartiet,Q110832
Q4979119,,,Miljöpartiet,Q213451
Q4979216,,,Vänsterpartiet,Q110837
Q4979909,,,Socialdemokraterna,Q105112
Q4979996,,,Miljöpartiet,Q213451
Q4980053,,,Liberalerna,Q110857
Q4980077,,,Centerpartiet,Q110832
Q4980135,,,Liberalerna,Q110857
Q4980249,,,Moderaterna,Q110843
Q4980261,,,Socialdemokraterna,Q105112
Q4980271,,,Socialdemokraterna,Q105112
Q4980351,,,Centerpartiet,Q110832
Q4980571,,,Moderaterna,Q110843
Q4980750,,,Socialdemokraterna,Q105112
Q4980790,,,Socialdemokraterna,Q105112
Q4981100,,,Socialdemokraterna,Q105112
Q4981208,,,Moderaterna,Q110843
Q4981243,,,Socialdemokraterna,Q105112
Q4981268,,,Socialdemokraterna,Q105112
Q4981393,,,Moderaterna,Q110843
Q4981396,,,Socialdemokraterna,Q105112
Q4981411,,,Socialdemokraterna,Q105112
Q4981435,,,Liberalerna,Q110857
Q4981479,,,Miljöpartiet,Q213451
Q4981510,,,Centerpartiet,Q110832
Q4981523,,,Socialdemokraterna,Q105112
Q4981537,,,Socialdemokraterna,Q105112
Q4981553,,,Socialdemokraterna,Q105112
Q4981619,,,Liberalerna,Q110857
Q4981668,,,Vänsterpartiet,Q110837
Q4981674,,,Socialdemokraterna,Q105112
Q4981700,,,Vänsterpartiet,Q110837
Q4981717,,,Kristdemokraterna,Q213654
Q4981874,,,Socialdemokraterna,Q105112
Q4981914,,,Socialdemokraterna,Q105112
Q4981918,,,Socialdemokraterna,Q105112
Q4982318,,,Moderaterna,Q110843
Q4982361,,,Centerpartiet,Q110832
Q4982413,,,Moderaterna,Q110843
Q4982419,,,Socialdemokraterna,Q105112
Q4982620,,,Vänsterpartiet,Q110837
Q4982683,,,Socialdemokraterna,Q105112
Q4982713,,,Centerpartiet,Q110832
Q4982739,,,Socialdemokraterna,Q105112
Q4982742,,,Centerpartiet,Q110832
Q4982770,,,Socialdemokraterna,Q105112
Q4982841,,,Centerpartiet,Q110832
Q4982902,,,Socialdemokraterna,Q105112
Q4982955,,,Kristdemokraterna,Q213654
Q4983117,,,Socialdemokraterna,Q105112
Q4983135,,,Liberalerna,Q110857
Q4983517,,,Vänsterpartiet,Q110837
Q4984124,,,Socialdemokraterna,Q105112
Q4984496,,,Socialdemokraterna,Q105112
Q4984508,,,Socialdemokraterna,Q105112
Q4984603,,,Vänsterpartiet,Q110837
Q4984640,,,Moderaterna,Q110843
Q4984675,,,Liberalerna,Q110857
Q4984712,,,Socialdemokraterna,Q105112
Q4984930,,,Socialdemokraterna,Q105112
Q4987091,,,Moderaterna,Q110843
Q4987638,,,Folkpartiet,Q53764745
Q4987718,,,Liberalerna,Q110857
Q4987905,,,Socialdemokraterna,Q105112
Q4987958,,,Centerpartiet,Q110832
Q4988425,,,Socialdemokraterna,Q105112
Q4988501,,,Liberalerna,Q110857
Q4988619,,,Socialdemokraterna,Q105112
Q4988676,,,Socialdemokraterna,Q105112
Q4988712,,,Sverigedemokraterna,Q504069
Q4988873,,,Miljöpartiet,Q213451
Q4989071,,,Socialdemokraterna,Q105112
Q4989123,,,Socialdemokraterna,Q105112
Q4989135,,,Moderaterna,Q110843
Q4989351,,,Socialdemokraterna,Q105112
Q4989365,,,Liberalerna,Q110857
Q4989373,,,Folkpartiet,Q53764745
Q4989481,,,Socialdemokraterna,Q105112
Q4989732,,,Socialdemokraterna,Q105112
Q4989817,,,Kristdemokraterna,Q213654
Q4990062,,,Centerpartiet,Q110832
Q4990062,,,Centerpartiets ungdomsförbund,Q3360009
Q4990079,,,Folkpartiet,Q53764745
Q4990084,,,Vänsterpartiet,Q110837
Q4990089,,,Liberalerna,Q110857
Q4990128,,,Socialdemokraterna,Q105112
Q4990136,,,Socialdemokraterna,Q105112
Q4990144,,,Kristdemokraterna,Q213654
Q4990153,,,Socialdemokraterna,Q105112
Q4990157,,,Centerpartiet,Q110832
Q4990159,,,Centerpartiet,Q110832
Q4990161,,,Liberalerna,Q110857
Q4990164,,,Liberalerna,Q110857
Q4990177,,,Moderaterna,Q110843
Q4990210,,,Centerpartiet,Q110832
Q4990215,,,Socialdemokraterna,Q105112
Q4990227,,,Moderaterna,Q110843
Q4990247,,,Socialdemokraterna,Q105112
Q4990249,,,Moderaterna,Q110843
Q4990303,,,Kristdemokraterna,Q213654
Q4990351,,,Socialdemokraterna,Q105112
Q4990369,,,Socialdemokraterna,Q105112
Q4990375,,,Miljöpartiet,Q213451
Q4990382,,,Socialdemokraterna,Q105112
Q4990401,,,Högerpartiet,Q111033682
Q4990430,,,Moderaterna,Q110843
Q4990451,,,Moderaterna,Q110843
Q4990475,,,Socialdemokraterna,Q105112
Q4990502,,,Sverigedemokraterna,Q504069
Q4990503,,,Liberalerna,Q110857
Q4990555,,,Centerpartiet,Q110832
Q4990642,,,Liberalerna,Q110857
Q4990657,,,Moderaterna,Q110843
Q4990669,,,Socialdemokraterna,Q105112
Q4990680,,,Centerpartiet,Q110832
Q4990681,,,Liberalerna,Q110857
Q4990768,,,Socialdemokraterna,Q105112
Q4990781,,,Moderaterna,Q110843
Q4990848,,,Socialdemokraterna,Q105112
Q4990884,,,Centerpartiet,Q110832
Q4990906,,,Vänsterpartiet,Q110837
Q4990909,,,Vänsterpartiet,Q110837
Q4990983,,,Socialdemokraterna,Q105112
Q4990984,,,Moderaterna,Q110843
Q4991008,,,Liberalerna,Q110857
Q4991011,,,Moderaterna,Q110843
Q4991025,,,Liberalerna,Q110857
Q4991038,,,Moderaterna,Q110843
Q4991052,,,Moderaterna,Q110843
Q4991064,,,Liberalerna,Q110857
Q4991077,,,Socialdemokraterna,Q105112
Q4991079,,,Moderaterna,Q110843
Q4991094,,,Moderaterna,Q110843
Q4991099,,,Socialdemokraterna,Q105112
Q4991101,,,Liberalerna,Q110857
Q4991114,,,Socialdemokraterna,Q105112
Q4991125,,,Socialdemokraterna,Q105112
Q4991154,,,Socialdemokraterna,Q105112
Q4991167,,,Liberalerna,Q110857
Q4991178,,,Centerpartiet,Q110832
Q4991197,,,Vänsterpartiet,Q110837
Q4994151,,,Socialdemokraterna,Q105112
Q4994566,,,Socialdemokraterna,Q105112
Q50353136,,,Moderaterna,Q110843
Q50353141,,,Vänsterpartiet,Q110837
Q50353151,,,Socialdemokraterna,Q105112
Q50353159,,,Socialdemokraterna,Q105112
Q50353165,,,Socialdemokraterna,Q105112
Q50353170,,,Vänsterpartiet,Q110837
Q50353175,,,Moderaterna,Q110843
Q5039749,,,Moderaterna,Q110843
Q5039758,,,Moderaterna,Q110843
Q5039896,,,Bondeförbundet,Q110472693
Q5040240,,,Centerpartiet,Q110832
Q5080263,,,Socialdemokraterna,Q105112
Q5109199,,,Liberalerna,Q110857
Q5109205,,,Liberalerna,Q110857
Q5109735,,,Moderaterna,Q110843
Q5125015,,,Miljöpartiet,Q213451
Q5125017,,,Centerpartiet,Q110832
Q512590,,,Socialdemokraterna,Q105112
Q513301,,,Centerpartiet,Q110832
Q514209,,,Centerpartiet,Q110832
Q514593,,,Socialdemokraterna,Q105112
Q517206,,,Vänsterpartiet,Q110837
Q517921,,,Vänsterpartiet,Q110837
Q517947,,,Liberalerna,Q110857
Q517960,,,Miljöpartiet,Q213451
Q518776,,,Sverigedemokraterna,Q504069
Q520223,,,Moderaterna,Q110843
Q520956,,,Miljöpartiet,Q213451
Q5213808,,,Kristdemokraterna,Q213654
Q5218897,,,Liberalerna,Q110857
Q5231532,,,Bondeförbundet,Q110472693
Q5234218,,,Centerpartiet,Q110832
Q52677515,,,Moderaterna,Q110843
Q52920,,,Moderaterna,Q110843
Q52922,,,Moderaterna,Q110843
Q52969,,,Första kammarens protektionistiska parti,Q7251368
Q52972,,,partilös,Q327591
Q53300,,,högervilde,Q111104528
Q5341366,,,Socialdemokraterna,Q105112
Q5341399,,,Jordbrukarnas fria grupp,Q10540831
Q5348198,,,Centerpartiet,Q110832
Q5349634,,,Bondeförbundet,Q110472693
Q535342,,,Centerpartiet,Q110832
Q5360742,,,Liberalerna,Q110857
Q53628,,,partilös,Q327591
Q53637,,,Socialdemokraterna,Q105112
Q53660,,,Socialdemokraterna,Q105112
Q5368089,,,Centerpartiet,Q110832
Q53707,,,Socialdemokraterna,Q105112
Q5371288,,,Centerpartiet,Q110832
Q53713,,,Socialdemokraterna,Q105112
Q53721,,,Centerpartiet,Q110832
Q53733,,,Folkpartiet,Q53764745
Q537342,,,Socialdemokraterna,Q105112
Q53740,,,Socialdemokraterna,Q105112
Q53747,,,Socialdemokraterna,Q105112
Q5388443,,,Centerpartiet,Q110832
Q5388484,,,Moderaterna,Q110843
Q5388596,,,Centerpartiet,Q110832
Q5388602,,,Centerpartiet,Q110832
Q5388685,,,Centerpartiet,Q110832
Q5388930,,,Centerpartiet,Q110832
Q5388933,,,Socialdemokraterna,Q105112
Q5389786,,,Liberalerna,Q110857
Q5394979,,,Bondeförbundet,Q110472693
Q54006296,,,Socialdemokraterna,Q105112
Q5410165,,,Vänsterpartiet,Q110837
Q5411103,,,Bondeförbundet,Q110472693
Q5420791,,,Vänsterpartiet,Q110837
Q543409,,,Socialistiska partiet,Q2425638
Q543409,,,Vänsterpartiet,Q110837
Q54365860,,,Socialdemokraterna,Q105112
Q54365866,,,Socialdemokraterna,Q105112
Q54365869,,,Socialdemokraterna,Q105112
Q54396872,,,Miljöpartiet,Q213451
Q547534,,,Socialdemokraterna,Q105112
Q547580,,,Socialdemokraterna,Q105112
Q5477483,,,Socialdemokraterna,Q105112
Q549955,,,Socialdemokraterna,Q105112
Q5503582,,,Bondeförbundet,Q110472693
Q5504803,,,Centerpartiet,Q110832
Q5504808,,,Vänsterpartiet,Q110837
Q5535667,,,Bondeförbundet,Q110472693
Q5540544,,,Högerpartiet,Q111033682
Q5540672,,,Socialdemokraterna,Q105112
Q5540748,,,Folkpartiet,Q53764745
Q5541257,,,Första kammarens protektionistiska parti,Q7251368
Q5541652,,,Socialdemokraterna,Q105112
Q5542465,,,Moderaterna,Q110843
Q5542875,,,Ministeriella partiet,Q10585839
Q5543002,,,Högerpartiet,Q111033682
Q5543430,,,Högerpartiet,Q111033682
Q5543495,,,Liberalerna,Q110857
Q5543777,,,Socialdemokraterna,Q105112
Q5543827,,,Högerpartiet,Q111033682
Q5543988,,,Liberala samlingspartiet,Q1594086
Q5543999,,,Centerpartiet,Q110832
Q5544009,,,Nya lantmannapartiet,Q10604308
Q5544085,,,Socialdemokraterna,Q105112
Q5544137,,,Moderaterna,Q110843
Q5544145,,,Liberalerna,Q110857
Q5544172,,,Socialdemokraterna,Q105112
Q5544228,,,Folkpartiet,Q53764745
Q5544237,,,Liberala samlingspartiet,Q1594086
Q5544289,,,Moderaterna,Q110843
Q5544850,,,Moderaterna,Q110843
Q5545566,,,Folkpartiet,Q53764745
Q5545831,,,Socialdemokraterna,Q105112
Q5546036,,,Socialdemokraterna,Q105112
Q5546257,,,Folkpartiet,Q53764745
Q5546265,,,vilde,Q1309957
Q5546274,,,Liberala samlingspartiet,Q1594086
Q5546459,,,Sverigedemokraterna,Q504069
Q5546483,,,Socialdemokraterna,Q105112
Q5547336,,,Liberala samlingspartiet,Q1594086
Q5547372,,,Första kammarens protektionistiska parti,Q7251368
Q5547383,,,Socialdemokraterna,Q105112
Q5547542,,,Första kammarens protektionistiska parti,Q7251368
Q5547863,,,Socialdemokraterna,Q105112
Q5547873,,,Liberalerna,Q110857
Q5548010,,,Lantmanna- och borgarepartiet inom andrakammaren,Q10554125
Q5548100,,,Kristdemokraterna,Q213654
Q5551491,,,Socialdemokraterna,Q105112
Q5552169,,,Liberala samlingspartiet,Q1594086
Q5552501,,,Första kammarens protektionistiska parti,Q7251368
Q5553053,,,Socialdemokraterna,Q105112
Q5553446,,,Socialdemokraterna,Q105112
Q5553482,,,Liberala samlingspartiet,Q1594086
Q5553493,,,Första kammarens nationella parti,Q3480145
Q5553550,,,Socialdemokraterna,Q105112
Q5553616,,,Folkpartiet,Q53764745
Q5553810,,,Socialdemokraterna,Q105112
Q5553830,,,Socialdemokraterna,Q105112
Q5553840,,,Socialdemokraterna,Q105112
Q5553846,,,Liberala samlingspartiet,Q1594086
Q5553850,,,Socialdemokraterna,Q105112
Q5553863,,,Socialdemokraterna,Q105112
Q5553885,,,Kristdemokraterna,Q213654
Q5553924,,,Lantmannapartiet,Q6487621
Q5553930,,,Lantmannapartiet,Q6487621
Q5553942,,,Socialdemokraterna,Q105112
Q5553954,,,Socialdemokraterna,Q105112
Q5553957,,,Lantmannapartiet,Q6487621
Q5553964,,,Lantmannapartiet,Q6487621
Q5553974,,,Högerpartiet,Q111033682
Q5553993,,,Moderaterna,Q110843
Q5554025,,,Socialdemokraterna,Q105112
Q5554046,,,Socialdemokraterna,Q105112
Q5554059,,,Folkpartiet,Q53764745
Q5554157,,,Socialdemokraterna,Q105112
Q5554160,,,Centerpartiet,Q110832
Q5554162,,,Socialdemokraterna,Q105112
Q5554248,,,Socialdemokraterna,Q105112
Q5554384,,,Socialdemokraterna,Q105112
Q5554395,,,Centerpartiet,Q110832
Q5554399,,,Liberalerna,Q110857
Q5554402,,,Liberalerna,Q110857
Q5554417,,,Socialdemokraterna,Q105112
Q5554421,,,Högerpartiet,Q111033682
Q5554430,,,Lantmannapartiet,Q6487621
Q5554537,,,Socialdemokraterna,Q105112
Q5554595,,,Liberala samlingspartiet,Q1594086
Q5554599,,,Socialdemokraterna,Q105112
Q5554604,,,Högerns riksdagsgrupp,Q111077860
Q5554616,,,Socialdemokraterna,Q105112
Q5554662,,,Bondeförbundet,Q110472693
Q5554683,,,Socialdemokraterna,Q105112
Q5554686,,,Vänsterpartiet,Q110837
Q5554702,,,Vänsterpartiet,Q110837
Q5554733,,,Bondeförbundet,Q110472693
Q5554779,,,Centerpartiet,Q110832
Q5554817,,,Socialdemokraterna,Q105112
Q5554833,,,Centerpartiet,Q110832
Q5554851,,,Lantmannapartiet,Q6487621
Q5554868,,,Moderaterna,Q110843
Q5554920,,,Socialdemokraterna,Q105112
Q5554945,,,Frisinnade landsföreningen,Q10499215
Q5554953,,,Socialdemokraterna,Q105112
Q5554956,,,Liberala samlingspartiet,Q1594086
Q5554975,,,Lantmannapartiet,Q6487621
Q5555007,,,Socialdemokraterna,Q105112
Q5555011,,,Vänsterpartiet,Q110837
Q5555060,,,Första kammarens nationella parti,Q3480145
Q5555074,,,Bondeförbundet,Q110472693
Q5555087,,,Lantmannapartiet,Q6487621
Q5555093,,,Socialdemokraterna,Q105112
Q5555097,,,Moderaterna,Q110843
Q5555135,,,Socialdemokraterna,Q105112
Q5555145,,,Liberala samlingspartiet,Q1594086
Q5555156,,,Socialdemokraterna,Q105112
Q5555243,,,Ny demokrati,Q967278
Q5555255,,,Lantmannapartiet,Q6487621
Q5555272,,,Bondeförbundet,Q110472693
Q5555345,,,Socialdemokraterna,Q105112
Q5555392,,,Lantmannapartiet,Q6487621
Q5555405,,,Nya lantmannapartiet,Q10604308
Q5555443,,,Socialdemokraterna,Q105112
Q5555625,,,Ministeriella partiet,Q10585839
Q5555633,,,Socialdemokraterna,Q105112
Q5555650,,,Lantmannapartiet,Q6487621
Q5555674,,,Socialdemokraterna,Q105112
Q5555679,,,Socialdemokraterna,Q105112
Q5555696,,,Folkpartiet,Q53764745
Q5555784,,,Lantmannapartiet,Q6487621
Q5555799,,,Bondeförbundet,Q110472693
Q5555809,,,Första kammarens protektionistiska parti,Q7251368
Q5555851,,,Lantmannapartiet,Q6487621
Q5555861,,,Lantmannapartiet,Q6487621
Q5555982,,,Socialdemokraterna,Q105112
Q5556063,,,Socialdemokraterna,Q105112
Q5556070,,,Liberalerna,Q110857
Q5556075,,,Lantmannapartiet,Q6487621
Q5556080,,,Lantmannapartiets filial,Q10554126
Q5556133,,,Socialdemokraterna,Q105112
Q5556188,,,Bondeförbundet,Q110472693
Q5556206,,,Socialdemokraterna,Q105112
Q5556244,,,Lantmannapartiet,Q6487621
Q5556512,,,Liberalerna,Q110857
Q5556529,,,Socialdemokraterna,Q105112
Q5556543,,,Socialdemokraterna,Q105112
Q5556596,,,Socialdemokraterna,Q105112
Q5556673,,,Moderaterna,Q110843
Q5556677,,,Liberalerna,Q110857
Q5556973,,,Kristdemokraterna,Q213654
Q5557125,,,Moderaterna,Q110843
Q5557228,,,Liberalerna,Q110857
Q5557444,,,Folkpartiet,Q53764745
Q5557460,,,Moderaterna,Q110843
Q5557473,,,Första kammarens minoritetsparti,Q10501500
Q5557484,,,Liberalerna,Q110857
Q5557659,,,Liberalerna,Q110857
Q5558126,,,Socialdemokraterna,Q105112
Q5558134,,,Moderaterna,Q110843
Q5558317,,,Liberalerna,Q110857
Q5558317,,,Moderaterna,Q110843
Q5558317,,,Sverigedemokraterna,Q504069
Q5559631,,,Vänsterpartiet,Q110837
Q5559774,,,Kristdemokraterna,Q213654
Q5560111,,,Högerpartiet,Q111033682
Q5560319,,,Vänsterpartiet,Q110837
Q5560456,,,Moderaterna,Q110843
Q5560482,,,Socialdemokraterna,Q105112
Q5560552,,,Högerpartiet,Q111033682
Q5560626,,,Socialdemokraterna,Q105112
Q5560646,,,Nya centern (partigrupp 1883-1887),Q10604299
Q5561242,,,Socialdemokraterna,Q105112
Q5561426,,,Socialdemokraterna,Q105112
Q5561482,,,Socialdemokraterna,Q105112
Q5561545,,,Lantmannapartiet,Q6487621
Q5561846,,,Moderaterna,Q110843
Q5562029,,,Ny demokrati,Q967278
Q5562416,,,Socialdemokraterna,Q105112
Q5562548,,,Moderaterna,Q110843
Q5562937,,,Liberalerna,Q110857
Q5563036,,,Socialdemokraterna,Q105112
Q5563089,,,Moderaterna,Q110843
Q5563536,,,Socialdemokraterna,Q105112
Q5563599,,,Centerpartiet,Q110832
Q5563650,,,Liberalerna,Q110857
Q5563661,,,Moderaterna,Q110843
Q5563858,,,Liberalerna,Q110857
Q5563860,,,Första kammarens protektionistiska parti,Q7251368
Q5563860,,,Moderaterna,Q110843
Q5564148,,,Första kammarens nationella parti,Q3480145
Q5564796,,,Moderaterna,Q110843
Q5565912,,,Socialdemokraterna,Q105112
Q5566039,,,Skånska partiet,Q10671173
Q5568189,,,Högerpartiet,Q111033682
Q5568216,,,partilös,Q327591
Q5568219,,,Liberala samlingspartiet,Q1594086
Q5568434,,,Frisinnade landsföreningen,Q10499215
Q5568994,,,Vänsterpartiet,Q110837
Q5569846,,,Första kammarens protektionistiska parti,Q7251368
Q5570010,,,Högerpartiet,Q111033682
Q5570050,,,Liberala samlingspartiet,Q1594086
Q5570062,,,Bondeförbundet,Q110472693
Q5570077,,,Lantmannapartiet,Q6487621
Q5570092,,,Lantmannapartiet,Q6487621
Q5570095,,,Nya lantmannapartiet,Q10604308
Q5570109,,,Moderaterna,Q110843
Q5570127,,,Lantmannapartiet,Q6487621
Q5570168,,,Moderaterna,Q110843
Q5570215,,,Socialdemokraterna,Q105112
Q5570240,,,Lantmannapartiet,Q6487621
Q5570243,,,Lantmannapartiet,Q6487621
Q5570267,,,Liberalerna,Q110857
Q5570343,,,vilde,Q1309957
Q5570422,,,Socialdemokraterna,Q105112
Q5570446,,,Lantmannapartiet,Q6487621
Q5571192,,,Socialdemokraterna,Q105112
Q5571206,,,Socialdemokraterna,Q105112
Q5571231,,,Socialdemokraterna,Q105112
Q5571323,,,Liberala samlingspartiet,Q1594086
Q5571360,,,Socialdemokraterna,Q105112
Q5571416,,,Moderaterna,Q110843
Q5571469,,,Liberalerna,Q110857
Q5571477,,,Socialdemokraterna,Q105112
Q5571488,,,Socialdemokraterna,Q105112
Q5571682,,,Ministeriella partiet,Q10585839
Q5571772,,,Första kammarens moderata parti,Q10501501
Q5571910,,,Liberalerna,Q110857
Q5571916,,,Liberala samlingspartiet,Q1594086
Q5571938,,,Första kammarens protektionistiska parti,Q7251368
Q5572108,,,Högerpartiet,Q111033682
Q5572155,,,Moderaterna,Q110843
Q5572296,,,Socialdemokraterna,Q105112
Q5572363,,,Socialdemokraterna,Q105112
Q5572383,,,Liberala samlingspartiet,Q1594086
Q5572396,,,Socialdemokraterna,Q105112
Q5572406,,,Socialdemokraterna,Q105112
Q5572436,,,Liberalerna,Q110857
Q5572465,,,Socialdemokraterna,Q105112
Q5572477,,,Vänsterpartiet,Q110837
Q5572503,,,Socialdemokraterna,Q105112
Q5572579,,,Första kammarens protektionistiska parti,Q7251368
Q5572642,,,Nya lantmannapartiet,Q10604308
Q5572663,,,Socialdemokraterna,Q105112
Q5572766,,,Socialdemokraterna,Q105112
Q5572863,,,Lantmannapartiet,Q6487621
Q5572966,,,Folkpartiet,Q53764745
Q5573003,,,Liberalerna,Q110857
Q5573006,,,Socialdemokraterna,Q105112
Q5573244,,,Socialdemokraterna,Q105112
Q5573288,,,Lantmannapartiet,Q6487621
Q5573351,,,Jordbrukarnas fria grupp,Q10540831
Q5573430,,,Lantmannapartiet,Q6487621
Q5573455,,,Socialdemokraterna,Q105112
Q5573465,,,Lantmanna- och borgarepartiet inom andrakammaren,Q10554125
Q5573582,,,Centerpartiet,Q110832
Q5573639,,,Liberalerna,Q110857
Q5573792,,,Socialdemokraterna,Q105112
Q5573908,,,Folkpartiet,Q53764745
Q5574107,,,Lantmanna- och borgarepartiet inom andrakammaren,Q10554125
Q5574139,,,Socialdemokraterna,Q105112
Q5574173,,,Kristdemokraterna,Q213654
Q55743635,,,Högerpartiet,Q111033682
Q5574444,,,Moderaterna,Q110843
Q5574697,,,Nya lantmannapartiet,Q10604308
Q5574702,,,Moderaterna,Q110843
Q5575089,,,Nya lantmannapartiet,Q10604308
Q5575709,,,Liberala samlingspartiet,Q1594086
Q5575914,,,Första kammarens protektionistiska parti,Q7251368
Q5575977,,,Moderaterna,Q110843
Q5576113,,,Moderaterna,Q110843
Q5576164,,,Liberalerna,Q110857
Q5576607,,,Högerpartiet,Q111033682
Q5576869,,,Första kammarens nationella parti,Q3480145
Q5576993,,,Moderaterna,Q110843
Q5577085,,,Lantmannapartiet,Q6487621
Q5577394,,,Nya lantmannapartiet,Q10604308
Q5577424,,,Liberalerna,Q110857
Q5577436,,,Socialdemokraterna,Q105112
Q5577444,,,Socialdemokraterna,Q105112
Q5577470,,,Liberala samlingspartiet,Q1594086
Q5577484,,,Centerpartiet,Q110832
Q5577493,,,Socialdemokraterna,Q105112
Q5577506,,,Socialdemokraterna,Q105112
Q5577534,,,Socialdemokraterna,Q105112
Q5577577,,,Socialdemokraterna,Q105112
Q5577602,,,Första kammarens konservativa grupp,Q10501498
Q5577726,,,Socialdemokraterna,Q105112
Q5577761,,,Kristdemokraterna,Q213654
Q5577778,,,Socialdemokraterna,Q105112
Q5577840,,,Moderaterna,Q110843
Q5577857,,,Högerpartiet,Q111033682
Q5577909,,,Lantmannapartiet,Q6487621
Q5577926,,,Moderaterna,Q110843
Q5578035,,,Bondeförbundet,Q110472693
Q5578043,,,Första kammarens protektionistiska parti,Q7251368
Q5578151,,,Vänsterpartiet,Q110837
Q5578273,,,Moderaterna,Q110843
Q5578317,,,Miljöpartiet,Q213451
Q5578351,,,Socialdemokraterna,Q105112
Q5578540,,,Socialdemokraterna,Q105112
Q5579064,,,Socialdemokraterna,Q105112
Q5579118,,,Moderaterna,Q110843
Q5579356,,,Folkpartiet,Q53764745
Q5579360,,,Moderaterna,Q110843
Q5579458,,,Socialdemokraterna,Q105112
Q5579475,,,Första kammarens protektionistiska parti,Q7251368
Q5579495,,,Socialdemokraterna,Q105112
Q5579524,,,Moderaterna,Q110843
Q5579584,,,Socialdemokraterna,Q105112
Q5579605,,,Socialdemokraterna,Q105112
Q5579614,,,Högerpartiet,Q111033682
Q5580347,,,Bondeförbundet,Q110472693
Q5580635,,,Liberala samlingspartiet,Q1594086
Q5580727,,,Moderaterna,Q110843
Q5580868,,,Liberalerna,Q110857
Q5580996,,,Sverigedemokraterna,Q504069
Q5581337,,,Miljöpartiet,Q213451
Q5581410,,,Folkpartiet,Q53764745
Q5581603,,,Första kammarens nationella parti,Q3480145
Q5581607,,,Högerpartiet,Q111033682
Q5582044,,,Socialdemokraterna,Q105112
Q5582047,,,Centerpartiet,Q110832
Q5582355,,,Lantmannapartiet,Q6487621
Q5582377,,,Socialdemokraterna,Q105112
Q5582439,,,Socialdemokraterna,Q105112
Q5582507,,,Socialdemokraterna,Q105112
Q5582990,,,Första kammarens moderata parti,Q10501501
Q5583208,,,Socialdemokraterna,Q105112
Q5583890,,,Ny demokrati,Q967278
Q5584283,,,Högerpartiet,Q111033682
Q5584861,,,Socialdemokraterna,Q105112
Q5584928,,,Socialdemokraterna,Q105112
Q5585861,,,Första kammarens protektionistiska parti,Q7251368
Q5586745,,,Socialdemokraterna,Q105112
Q5586815,,,Moderaterna,Q110843
Q5586932,,,vilde,Q1309957
Q5587157,,,Ny demokrati,Q967278
Q5587500,,,Liberala samlingspartiet,Q1594086
Q5588019,,,Gamla lantmannapartiet,Q10502466
Q5588048,,,Liberala samlingspartiet,Q1594086
Q5588228,,,Centerpartiet,Q110832
Q5588253,,,Moderaterna,Q110843
