swerik_id,bibtex_key,wiki_id,page
i-QNtjoW5Vxzee49kvmSyDsT,NorbergTjerneld1985v2,Q110346241,366
i-QNVcQXgDqnpMz9845nhFr1,NorbergTjerneld1985v2,Q110346241,297
i-QnWx7Lh7suT7PiAPY3oh23,NorbergEA1988v1,Q110346241,110
i-QNY9g6N6Dvtxm3FRBr8Jq5,NorbergTjerneld1985v2,Q110346241,267
i-QNz9Kdo9STo5KMqBdfTsFc,NorbergTjerneld1985v2,Q110346241,100
i-QNZJ61mCvaEh7BNdwgiTqk,NorbergEA1988v1,Q110346241,309
i-QNzoVWPUQqT8gHka8vHxei,NorbergEA1988v1,Q110346241,451
i-QNzoVWPUQqT8gHka8vHxei,NorbergEA1992v5,Q110346241,88
i-QnzZpk49d9g2M6XVsGFeZi,NorbergEA1986v3,Q110346241,120
i-QoeFZWNQgLDU6t6B6RuPtd,AskerNorberg1996v1,Q111443541,117
i-QoeFZWNQgLDU6t6B6RuPtd,NorbergEA1988v1,Q110346241,190
i-QPiu74VNw6jXweMV5p5RGs,NorbergEA1988v1,Q110346241,165
i-QPqdt6oyauaJTMvLrNY52z,NorbergEA1988v1,Q110346241,261
i-QPZoWKCvCmfTAWBDnrZkyr,NorbergAsker1996v2,Q111443541,282
i-QQjz7bn6czWU6491kCicK9,AskerNorberg1996v1,Q111443541,145
i-QQqYWG3MBHCfMTz1vd4TWs,NorbergEA1988v1,Q110346241,146
i-QqWxLK7JWbybqUdcTpZWcj,NorbergAsker1996v2,Q111443541,486
i-QqXbp2e1YXZjhRDVpAxspZ,NorbergAsker1996v2,Q111443541,396
i-QqZ5oAnryify9HZXD97Cpe,NorbergEA1986v3,Q110346241,135
i-QRDnfz9zaiXo7A1SpAi1dM,NorbergAsker1996v2,Q111443541,371
i-QRMVvp7Mvt24ZFXQJva9iT,NorbergEA1988v1,Q110346241,374
i-QrnhMBZLsGdbeBasmoTLpZ,AskerNorberg1996v1,Q111443541,175
i-QRZBEezfjd3VoKpFXKhXzr,NorbergAsker1996v2,Q111443541,393
i-QSBS4dqtsRDzm8fcNNRFaC,NorbergAsker1996v2,Q111443541,333
i-QseqVj35KqHrtaDJjkAmGv,NorbergEA1992v5,Q110346241,74
i-QskpWd4ZmmJt8AesZ4pf8K,NorbergEA1988v1,Q110346241,242
i-QSnE9kNxNnuFsRa5tbzEdS,NorbergTjerneld1985v2,Q110346241,276
i-QspcF1D4Yk64p7fTvD7ekx,NorbergTjerneld1985v2,Q110346241,186
i-QsRRYg3noSN6oWApGgXLGF,NorbergEA1988v1,Q110346241,321
i-QSvXYSPnCaog2kVQuZMYmX,NorbergEA1986v3,Q110346241,255
i-QSvXYSPnCaog2kVQuZMYmX,NorbergEA1986v3,Q110346241,255
i-QSYHiJ6G54WwZYYDpVnD4u,NorbergEA1990v4,Q110346241,64
i-QtJg9oNHiDkHLkgiCwmrBb,AskerNorberg1996v1,Q111443541,200
i-Qtn5xiAaEShY2RfbLLuCj8,NorbergEA1990v4,Q110346241,172
i-QU3eKDJoYUByDEumpZQVQg,NorbergTjerneld1985v2,Q110346241,183
i-QUa4DaEpHiH6GESrfLsxWi,NorbergEA1986v3,Q110346241,219
i-QUo2ScmMxFidPE3J9nxK2j,NorbergEA1990v4,Q110346241,404
i-QUqUmVazVZYgkmCXgYjZgs,NorbergAsker1996v2,Q111443541,133
i-QUqUmVazVZYgkmCXgYjZgs,NorbergEA1990v4,Q110346241,86
i-QUvttyFs7dHYEJzxW6zyJH,NorbergTjerneld1985v2,Q110346241,216
i-QvL87UYbGYsSdMdhj4qaNA,AskerNorberg1996v1,Q111443541,331
i-QvL87UYbGYsSdMdhj4qaNA,NorbergTjerneld1985v2,Q110346241,178
i-QvQF7Es6NnMXfNhoeCLJL2,NorbergEA1988v1,Q110346241,333
i-QvSu31FkrjuHQxA21VW3dr,NorbergEA1990v4,Q110346241,341
i-QW3U8q9gqCreU8hvXKjp44,NorbergAsker1996v2,Q111443541,224
i-QW3U8q9gqCreU8hvXKjp44,NorbergEA1990v4,Q110346241,359
i-QW5W2LNiETVn7C6pxUPTUU,NorbergEA1990v4,Q110346241,442
i-QwcMoB88FnxNugeHCag1rQ,NorbergEA1988v1,Q110346241,445
i-QWdnUEcGZTAPWcxPQaCnvn,NorbergTjerneld1985v2,Q110346241,267
i-QwKpq6EUg2KZiwbz7wtfdC,NorbergEA1990v4,Q110346241,491
i-QWMYdK75NgjQLfjAqk7gK4,AskerNorberg1996v1,Q111443541,333
i-QWMYdK75NgjQLfjAqk7gK4,NorbergTjerneld1985v2,Q110346241,185
i-Qws5CvxVnBu6vNLoGt7ybu,NorbergTjerneld1985v2,Q110346241,111
i-QXf2YRbFUcZE7jDnU6Y7tU,NorbergAsker1996v2,Q111443541,340
i-QXf2YRbFUcZE7jDnU6Y7tU,NorbergEA1992v5,Q110346241,71
i-QXiGidLhFr3yVPmDxRSa4h,AskerNorberg1996v1,Q111443541,171
i-QXiGidLhFr3yVPmDxRSa4h,NorbergEA1988v1,Q110346241,256
i-QXLMYc7as75PMkwgVjSGm,NorbergEA1986v3,Q110346241,183
i-QXoirosNrtcGRkxgo4Weud,NorbergEA1990v4,Q110346241,140
i-QxtcAkdsi14cChCzDiXJXh,NorbergEA1988v1,Q110346241,426
i-QYJG6SVL3NC9SndTwjfJjZ,AskerNorberg1996v1,Q111443541,354
i-QyngumBRLxrQwrS7tZ63zu,NorbergEA1988v1,Q110346241,324
i-Qz1314Rf4SkdpSXZds99fp,NorbergEA1992v5,Q110346241,426
i-Qz4kjjKSzCm5RwSxi2vkro,NorbergEA1988v1,Q110346241,238
i-Qz4kjjKSzCm5RwSxi2vkro,NorbergEA1988v1,Q110346241,80
i-QzfDoAPniq8Uxe1v3JKFqk,NorbergEA1992v5,Q110346241,344
i-QzfpRMbzcEoXkrXNqqv2P7,NorbergEA1990v4,Q110346241,94
i-QzXydyaoPnVMCpzAFujWei,NorbergEA1990v4,Q110346241,351
i-QzXydyaoPnVMCpzAFujWei,NorbergEA1992v5,Q110346241,256
i-QZYU3D5NhXZ9WDSFcyngAo,NorbergAsker1996v2,Q111443541,314
i-R15uPaT8a19DwHnCrNDNP4,NorbergEA1986v3,Q110346241,156
i-R2JnobZaQtDbpbYZc3mDSb,NorbergEA1988v1,Q110346241,307
i-R2Yk3wfYgkMRSRqUYdnaAX,NorbergEA1986v3,Q110346241,234
i-R2zWcAAK6pckvo76mRezcq,NorbergEA1988v1,Q110346241,264
i-R3ezo9eNq9173LWfrJPgK8,NorbergTjerneld1985v2,Q110346241,331
i-R3nsRJhzB7y5cdtqNqb47Q,AskerNorberg1996v1,Q111443541,484
i-R3w2cm3MQ27goG533zxfaJ,NorbergAsker1996v2,Q111443541,213
i-R3YGkdaycgHU3tmov5K4MB,NorbergEA1990v4,Q110346241,214
i-R3YGkdaycgHU3tmov5K4MB,NorbergTjerneld1985v2,Q110346241,56
i-R3YSipbwyZHfu9o884ZzWY,NorbergEA1992v5,Q110346241,443
i-R3ZQnERX5FRrWRvCs33Ukw,NorbergEA1986v3,Q110346241,112
i-R4ENMwmvNi5BfMc91wD7R2,NorbergEA1990v4,Q110346241,250
i-R4J2BjdC5newZa5PxkcGaY,NorbergEA1986v3,Q110346241,85
i-R4n8T37WGG9UtPzmSYDQ4W,NorbergEA1988v1,Q110346241,84
i-R4o4Concr8HsySCtR8ZFa3,NorbergEA1992v5,Q110346241,123
i-R5nrkYVYWRipCGrS8PAyUz,NorbergTjerneld1985v2,Q110346241,168
i-R5WNXD7LF7GBdQbyGv6979,NorbergEA1988v1,Q110346241,361
i-R6eNR9RuE1U1MpqLVsqC57,NorbergEA1986v3,Q110346241,236
i-R6vAEWSu81sfemj28xck5a,NorbergEA1992v5,Q110346241,169
i-R7JN7wFG1oCMU6AUTLyeTw,NorbergEA1988v1,Q110346241,120
i-R7nr8W1NgHvkYbSoRF5obS,NorbergEA1986v3,Q110346241,105
i-R7nr8W1NgHvkYbSoRF5obS,NorbergTjerneld1985v2,Q110346241,368
i-R7xvpipqB8Hc2m24jeTVyQ,NorbergEA1990v4,Q110346241,413
i-R8j7X4n9YK7DqssFUDcVf2,NorbergEA1990v4,Q110346241,323
i-R9MyGXJGkxUW6BDGZnaPCF,NorbergEA1990v4,Q110346241,178
i-R9vYVJxSeKVQwwHwTyNhm9,AskerNorberg1996v1,Q111443541,382
i-RaEHVGXdvgohqby5xsmFVJ,NorbergEA1988v1,Q110346241,423
i-RatAAcFWUQtWgsgaVmhEMh,NorbergEA1986v3,Q110346241,46
i-RB54BEbr4as6zaXNFh8x9n,NorbergEA1992v5,Q110346241,154
i-Rb9LcfDrAi5Y6rVKoFXtAg,NorbergAsker1996v2,Q111443541,50
i-RbjkohteuD4JxDcrBRD3H9,NorbergEA1992v5,Q110346241,244
i-RbKNMUyo9hNCG3nSXBGQAq,AskerNorberg1996v1,Q111443541,228
i-RBuj9TuVUvxEBh62vFNpmy,NorbergEA1986v3,Q110346241,274
i-RBwA6WtbjeTp4EH9rQG3me,NorbergEA1988v1,Q110346241,310
i-RBYWqRkwcPtB9EqGt2HLkT,NorbergTjerneld1985v2,Q110346241,373
i-Rc1Ucbsh8zyMks8rJJHjX6,NorbergEA1990v4,Q110346241,349
i-RC4riwk1gZvGGkUqkfM15y,NorbergEA1988v1,Q110346241,96
i-RCbMRnMerpXVLuVSJsrSSn,NorbergAsker1996v2,Q111443541,284
i-RCbMRnMerpXVLuVSJsrSSn,NorbergEA1990v4,Q110346241,507
i-RcMjSL1ZhUGZpPqLnXeDyK,NorbergEA1990v4,Q110346241,92
i-RCTjiWPTWsdbhU76ZmcCUr,AskerNorberg1996v1,Q111443541,316
i-RDd5NEnoHyGrXS3SzfhNJF,NorbergEA1992v5,Q110346241,70
i-RdKmyjxRWZb8FUfb9PXSby,NorbergEA1986v3,Q110346241,256
i-RdmzYdcmJnQUcrnt8QYjx6,NorbergTjerneld1985v2,Q110346241,269
i-RdtwPwmDryD4dZ2sTKd25K,AskerNorberg1996v1,Q111443541,377
i-RdXKeqULX37joChoPQmGsS,AskerNorberg1996v1,Q111443541,191
i-RdYE6KVYFYvYSD6eDEHsCg,NorbergTjerneld1985v2,Q110346241,223
i-Re6Rkc6x6Sfua4yU9sGipk,NorbergEA1990v4,Q110346241,419
i-REC84EGSoQoYhpdGE1JHN9,NorbergEA1986v3,Q110346241,248
i-RFayvidMxuNczAd1Kjormd,NorbergTjerneld1985v2,Q110346241,219
i-RfdnkRedmQPyjdCQuJoKSz,NorbergEA1990v4,Q110346241,388
i-RFgs3yufqs3zY2mfSfqZVn,NorbergTjerneld1985v2,Q110346241,376
i-RFJmo1wDqVKRtoJAz97Trc,NorbergEA1992v5,Q110346241,225
i-RfNeesgBmvjdVGmmWEZYfe,NorbergAsker1996v2,Q111443541,95
i-RfNeesgBmvjdVGmmWEZYfe,NorbergEA1990v4,Q110346241,98
i-RfZ8Cxmm4mGNUCys8QXb7s,NorbergEA1992v5,Q110346241,360
i-RGcmzLqANYaoDDL2LmsTBj,NorbergTjerneld1985v2,Q110346241,370
i-RGEVZdQE7qxcTo6fN3rKC3,NorbergEA1992v5,Q110346241,149
i-RGPqwUoKQ743khxuD6yXUQ,NorbergEA1990v4,Q110346241,448
i-RgPXdGuWYKQ6GVW8emfxxz,NorbergEA1988v1,Q110346241,438
i-RgWU8wCMwYhCpZW9xhMn6,NorbergEA1988v1,Q110346241,428
i-RgZqoibubx6FZYSzdaKsbX,NorbergEA1988v1,Q110346241,103
i-RgZqoibubx6FZYSzdaKsbX,NorbergEA1992v5,Q110346241,226
i-RH6VCPhyxs9yYcfXJzPxYT,AskerNorberg1996v1,Q111443541,251
i-Rhdqesan8FWyp9RChACHAZ,NorbergEA1986v3,Q110346241,103
i-RhK7jwyF7YTEXMoQMKuYsb,NorbergAsker1996v2,Q111443541,459
i-RhK7jwyF7YTEXMoQMKuYsb,NorbergEA1992v5,Q110346241,369
i-RHMCCV1jYLX6hbav8GE2vP,NorbergAsker1996v2,Q111443541,429
i-RHMCCV1jYLX6hbav8GE2vP,NorbergEA1992v5,Q110346241,306
i-RHnjhwBYnTHP8AK9KrDj56,NorbergEA1990v4,Q110346241,519
i-Ri5GLr9V3wfsqAwaZL7SHN,AskerNorberg1996v1,Q111443541,516
i-RiD9cWJXo5pMjp4ecwsWUa,NorbergEA1990v4,Q110346241,203
i-riJfB4CgvG9jt4652TdCv,NorbergEA1990v4,Q110346241,270
i-RiPXDSvNaVtcGMCgitH74B,NorbergTjerneld1985v2,Q110346241,346
i-RJ9jccyWpgPULxxsYHhYyB,NorbergEA1986v3,Q110346241,56
i-RjE5jg43ZfM6bqGrbohzFR,NorbergAsker1996v2,Q111443541,109
i-RjgqDp56PhuotgtqBnF1X6,AskerNorberg1996v1,Q111443541,282
i-RjgqDp56PhuotgtqBnF1X6,NorbergTjerneld1985v2,Q110346241,70
i-RjULjPVLNUgXgWZm26dS24,NorbergEA1986v3,Q110346241,262
i-Rks7W3Jy3cfVEjHzH1F5cE,NorbergEA1992v5,Q110346241,142
i-RkvKy7yomEBZCYRG5fCKH3,NorbergEA1990v4,Q110346241,133
i-RkvKy7yomEBZCYRG5fCKH3,NorbergEA1990v4,Q110346241,133
i-RkWAFKPnS39MnU2bi6CERf,NorbergEA1988v1,Q110346241,154
i-RL2hcNdhzHREop8X3xbMjU,NorbergEA1990v4,Q110346241,237
i-RLQdYFYib6TvKTg8hgkq5P,NorbergTjerneld1985v2,Q110346241,400
i-Rm1m87HBM3kaa3tLx1XRKQ,NorbergEA1988v1,Q110346241,61
i-RM6v9N7kihqrGSRBsWe7g3,NorbergAsker1996v2,Q111443541,55
i-RMa21KjWZz6GQg6NqY2toe,NorbergEA1990v4,Q110346241,215
i-Rmf4AUXwmPT3ajvyQ1NFvu,NorbergEA1992v5,Q110346241,255
i-RMrBpsGEVHWEpQv78gCgAT,NorbergEA1992v5,Q110346241,249
i-RMxSbAQFAxcJ8ziatxo1eY,NorbergTjerneld1985v2,Q110346241,347
i-RNDaEQyBmXoug73iH61z2n,NorbergEA1992v5,Q110346241,342
i-RnjbcB9gMmh8iuQvgZ4W9p,NorbergEA1988v1,Q110346241,448
i-RoG3SmZk7uoa5c5BfDwRfH,NorbergEA1990v4,Q110346241,211
i-Rouy7d9ZiNkiBXQ6AyWuoA,NorbergTjerneld1985v2,Q110346241,341
i-Rp6aMcWBYXjoGH1gf7PbWh,NorbergTjerneld1985v2,Q110346241,165
i-RPcoVGP3t3zt1McKCuwias,NorbergAsker1996v2,Q111443541,103
i-RpkVboPmHHZFKz8DfhExFs,NorbergAsker1996v2,Q111443541,404
i-RpQdmfcZBYyiMZdCdTYrto,NorbergEA1988v1,Q110346241,63
i-RPvXiWoVbPvNZBh8bxVvbB,AskerNorberg1996v1,Q111443541,84
i-RPyvTRJApoSKJMVerP8PFZ,NorbergEA1988v1,Q110346241,301
i-RQ7DisaShnLmZ3DuVbxYXg,NorbergEA1990v4,Q110346241,315
i-RqJoyqBtHk6qXvzc8mj8mb,NorbergAsker1996v2,Q111443541,275
i-RqR2A6377nKn1urUCF35Tf,NorbergTjerneld1985v2,Q110346241,224
i-RqZBJTJGwX1mM5HVLCjwEL,NorbergTjerneld1985v2,Q110346241,281
i-RQzn6FfBYeU4hCsGESYeBd,NorbergEA1990v4,Q110346241,111
i-RR74pQCVaSzQhJFP8A3gGT,NorbergEA1990v4,Q110346241,489
i-rrg9t2XUkHE4iAjAykgpb,AskerNorberg1996v1,Q111443541,218
i-RrjGQ4JkvbLp6aWhwnzu9q,NorbergEA1988v1,Q110346241,446
i-RrnUpTUPZyqjaKCXa4Yr6Z,NorbergTjerneld1985v2,Q110346241,405
i-RRvw1Cauq7s774Lr5WANeu,NorbergEA1990v4,Q110346241,301
i-RSEAJVoTxUmPUJCD5i2nNA,NorbergEA1990v4,Q110346241,281
i-RSgoTUSmydhKfi8JD88Jsj,NorbergTjerneld1985v2,Q110346241,270
i-RSiuMypXnpezgHYchVCsJC,NorbergTjerneld1985v2,Q110346241,88
i-RSPNozM9XXJf6YSf7tHhCx,NorbergEA1990v4,Q110346241,252
i-RSQWc1szic7Zoehs2zy19W,NorbergEA1988v1,Q110346241,261
i-RsWf3KiYWHHJuK6ijo9Gta,NorbergTjerneld1985v2,Q110346241,305
i-RszKEuYv8eMZ5L8A5Q8Fuw,NorbergEA1990v4,Q110346241,474
i-Rt2cYa1PGpEsyrfBsgSNgR,NorbergEA1988v1,Q110346241,240
i-RT8CWUS9TBpnCvmiBmdgK8,NorbergEA1988v1,Q110346241,400
i-RTJ2sRrztP2XUZ8kQQmGL8,NorbergEA1988v1,Q110346241,361
i-RTjVKTrY9n8GMTJnqHungF,NorbergEA1990v4,Q110346241,402
i-rTJYipszwy7NHLZruxVHz,NorbergEA1990v4,Q110346241,271
i-RtKcNUGnAteAinEZ7Y8SNu,NorbergTjerneld1985v2,Q110346241,72
i-RtNqcAJAow1PenLbSx2ofB,NorbergTjerneld1985v2,Q110346241,218
i-RtRinU34czWQjxgzEgDUNH,NorbergAsker1996v2,Q111443541,80
i-RtRinU34czWQjxgzEgDUNH,NorbergEA1990v4,Q110346241,62
i-RtxZuFnamB5g98wKkcHcxb,NorbergEA1990v4,Q110346241,417
i-Ru4m7PwPngedWP65bhXJgu,NorbergEA1992v5,Q110346241,339
i-RUBGDTWLpDv7SjmvNfvf2n,NorbergEA1992v5,Q110346241,223
i-RUdnmiAnhtuNBEkxXKeuGG,NorbergTjerneld1985v2,Q110346241,294
i-RuLAKaNZniaCKYRcn51B2H,NorbergEA1992v5,Q110346241,354
i-RULC5JA5WV3y9ZKs31VLzx,AskerNorberg1996v1,Q111443541,69
i-RULRtbbfsrJBLYbatB6uqb,NorbergEA1992v5,Q110346241,291
i-RuUYnTisfnXPDL3JaSvEKP,NorbergTjerneld1985v2,Q110346241,84
i-RUvefMGK4crAvHMAMDHz51,NorbergEA1986v3,Q110346241,281
i-Rv1gU8qJesyWWD7cGh9rEH,NorbergEA1986v3,Q110346241,48
i-Rv5YgY2YsB2yQzev4MBRmS,NorbergEA1988v1,Q110346241,230
i-Rv9aHnFJh2azV9pZTjG2yC,NorbergEA1990v4,Q110346241,177
i-RvF8easYFNVqGmUEao6qaX,NorbergEA1992v5,Q110346241,268
i-RVMDA8NcF8YRYEU3Y4MfQL,AskerNorberg1996v1,Q111443541,379
i-RVMDA8NcF8YRYEU3Y4MfQL,NorbergTjerneld1985v2,Q110346241,306
i-RVnPrerq2uTAneqit2EKxd,NorbergEA1992v5,Q110346241,405
i-RvSFfZMiX66J8kUq7BXdHW,NorbergAsker1996v2,Q111443541,270
i-RWdiyyAjRXWGXgwPkmQVQv,NorbergEA1988v1,Q110346241,104
i-RwPBopTzpg4A2p2sPdjgQ5,NorbergEA1988v1,Q110346241,171
i-RWykHkDpy2m92FDMwPRU2j,NorbergEA1992v5,Q110346241,144
i-Rxa5TPjMBxaWxXdk3wbctW,AskerNorberg1996v1,Q111443541,245
i-RXA8E5pqhvNjx33dkG7Jn6,NorbergEA1988v1,Q110346241,191
i-RxkptNoJYi3BWpTneSNTUn,NorbergAsker1996v2,Q111443541,130
i-RxkptNoJYi3BWpTneSNTUn,NorbergEA1990v4,Q110346241,70
i-rxMPrABKBDwfiUwJZxNv7,NorbergTjerneld1985v2,Q110346241,279
i-RxtwEnxL6w2WnGDrBRqde2,NorbergTjerneld1985v2,Q110346241,116
i-Ry3pP9VZKrW87Vcxq73jQG,AskerNorberg1996v1,Q111443541,156
i-Ry79up6brcPYr8wj2XgxHz,NorbergTjerneld1985v2,Q110346241,402
i-RYMSuUxn71Br3tEd5Xykys,NorbergEA1988v1,Q110346241,385
i-RyQkgupNsiC7AWns9TVrZo,AskerNorberg1996v1,Q111443541,286
i-RZGEVkANvGrPkMMqJm7CmG,NorbergTjerneld1985v2,Q110346241,101
i-RZjsvHQz5czMrGkoME6F46,NorbergAsker1996v2,Q111443541,241
i-RZJXKJgx2MZuWarm2B1ryx,NorbergEA1990v4,Q110346241,209
i-RzMePJ7im9XryX65TWnSqx,NorbergEA1990v4,Q110346241,109
i-RzNMopiTz7dhdPuNJBYjdA,NorbergEA1990v4,Q110346241,399
i-RZvCDDC9zwyuV3rH48onze,NorbergEA1992v5,Q110346241,430
i-RZyVuQdrz7mYQtKANdckcL,NorbergEA1986v3,Q110346241,76
i-S1hDhfBXq9vXtBfgz4QX6Z,NorbergEA1986v3,Q110346241,188
i-S2WHdpdf5rc2eHpQhXm7N2,NorbergEA1992v5,Q110346241,312
i-S3eg8HSy1B2AEamregH9dM,NorbergAsker1996v2,Q111443541,128
i-S3eg8HSy1B2AEamregH9dM,NorbergEA1990v4,Q110346241,63
i-S3hZXCn94TB7kyJYPX7Bg8,NorbergEA1988v1,Q110346241,53
i-S4bkvYBZsik1PqnziBtP3Y,NorbergTjerneld1985v2,Q110346241,389
i-S4CNK5YidCk5eufBCFBXaX,NorbergEA1990v4,Q110346241,111
i-S4jJECjfFmddUzRkooT6yP,NorbergEA1990v4,Q110346241,440
i-S4kasToGSRSM127wSwwPYq,NorbergTjerneld1985v2,Q110346241,219
i-S4QJj2NhwnwkQWq9S5v3My,NorbergEA1992v5,Q110346241,245
i-S5b1F55J4cZQfRYmvdgJPs,NorbergEA1986v3,Q110346241,58
i-S5mRUGGT3RXeRgMjsKf4P4,NorbergEA1986v3,Q110346241,214
i-S5PCk5aLzcaX5qooYtMdGY,NorbergAsker1996v2,Q111443541,59
i-S5rKxnCffj3nRTzWbh5BSo,NorbergEA1992v5,Q110346241,202
i-S5Y3wQNMZ8WvEXNZJufKVG,NorbergAsker1996v2,Q111443541,399
i-S5Y3wQNMZ8WvEXNZJufKVG,NorbergEA1992v5,Q110346241,229
i-S7LcGmD5NuSMrFDW8LBeJ1,AskerNorberg1996v1,Q111443541,224
i-S7xhXttWmFR27Um1dWDJzh,NorbergEA1986v3,Q110346241,281
i-S8aCynzawb1F4NqNExnsVg,NorbergEA1990v4,Q110346241,257
i-S8m3fmgdhJmz5CbDpVBctA,NorbergEA1988v1,Q110346241,101
i-S8Uv1f9PBUkSY1GPGsvafE,NorbergEA1988v1,Q110346241,60
i-S92z7L9SoJUQxxSTuD5rGN,NorbergEA1992v5,Q110346241,413
i-S9dMiL9yRpDaYPfVGjK1Gp,NorbergEA1988v1,Q110346241,111
i-S9emfaxXsmAywnkewYKSJ7,NorbergAsker1996v2,Q111443541,368
i-S9emfaxXsmAywnkewYKSJ7,NorbergEA1992v5,Q110346241,146
i-S9pkMWTec6tTT7sDMuDncn,NorbergTjerneld1985v2,Q110346241,85
i-S9zAqkxFcyEpCQ17ZA2QJ8,NorbergTjerneld1985v2,Q110346241,289
i-Sa6KL3ZjW72vgq2QEmzenS,NorbergEA1988v1,Q110346241,447
i-SaffZ6X6yDXyuRsRUviMqP,NorbergEA1988v1,Q110346241,375
i-SagFYWsf9ZULapdG7h6Wue,NorbergEA1986v3,Q110346241,112
i-SALGmqBpqCfRnNe51fhQg,NorbergEA1992v5,Q110346241,208
i-SarBm3kgakASnaHyEe9Rba,NorbergEA1988v1,Q110346241,193
i-SAxFTKDtuinFfSsz4D7XNo,NorbergEA1990v4,Q110346241,386
i-SB9cdcgLsar9irxESH8KN5,NorbergEA1992v5,Q110346241,355
i-SBCzBgSFjEvWwT8Uzo139W,NorbergEA1990v4,Q110346241,231
i-SBCzBgSFjEvWwT8Uzo139W,NorbergTjerneld1985v2,Q110346241,278
i-SbjuQ1LZxro5e1hAw5pNvg,NorbergEA1990v4,Q110346241,260
i-SbLWGacqbXdAxWwom9Xqs4,AskerNorberg1996v1,Q111443541,199
i-SbQ2rNfR1kBpANehdZizMF,NorbergEA1992v5,Q110346241,69
i-SbYnBCjoFEsouNvrLVZ1J2,NorbergEA1990v4,Q110346241,358
i-SCmtRC4XiJBcB9MFdduV2W,NorbergTjerneld1985v2,Q110346241,212
i-ScvCtcnSdGicAoVz9woArg,NorbergEA1988v1,Q110346241,86
i-ScYh4uf5e1TmXVy3Jr8Xzt,NorbergEA1992v5,Q110346241,260
i-Sd82cwEF6riZwGWNQXb1UF,AskerNorberg1996v1,Q111443541,183
i-SD9pkoqRT5Wh44pQmYMCqD,AskerNorberg1996v1,Q111443541,486
i-SDUvjXkijTCpDJkN2vE16w,NorbergEA1988v1,Q110346241,263
i-SDXESbdSdg4dUdTT6Tzmnx,NorbergEA1986v3,Q110346241,200
i-Seb7Ma39qeGVnfKpbb1HKQ,NorbergEA1988v1,Q110346241,387
i-SeCPDgdz43GEvXP3XeMNuG,NorbergEA1988v1,Q110346241,165
i-SefoHBfj1LYxndXCtgBZ5N,NorbergEA1986v3,Q110346241,58
i-SEkwyQpsXcKbAe8gK5hnv,NorbergEA1986v3,Q110346241,155
i-SEkwyQpsXcKbAe8gK5hnv,NorbergTjerneld1985v2,Q110346241,405
i-SEL9qX8ssVyxUpVEo1ZveN,NorbergEA1990v4,Q110346241,482
i-SeXGmX6uE9MxGV5f2tKz1B,NorbergEA1990v4,Q110346241,261
i-SFcDzAQUiJhV8iyT7ZES7X,NorbergEA1990v4,Q110346241,245
i-SfDZtdC5fgukcXJsiu8J9U,NorbergTjerneld1985v2,Q110346241,45
i-SfeBzc1yg5q127ADMVhPJu,NorbergEA1986v3,Q110346241,82
i-SfiURaPHeMX8krVz378cGg,NorbergEA1988v1,Q110346241,130
i-SfiURaPHeMX8krVz378cGg,NorbergEA1992v5,Q110346241,73
i-SfLBYFycLvbfGx9i7chta5,NorbergEA1990v4,Q110346241,74
i-SFnDgZN85K32PbG66Rq2SS,NorbergEA1986v3,Q110346241,148
i-SfnrsjEZBg9vdQjkU5VSZ2,AskerNorberg1996v1,Q111443541,192
i-SfSPRTjDUBfa6bxqEn6fDP,NorbergAsker1996v2,Q111443541,115
i-SftjZkfkccEWbWRMJEbd7c,NorbergAsker1996v2,Q111443541,188
i-SFtvbAmWnusYW7Srr7hZsB,NorbergEA1990v4,Q110346241,479
i-SgcVmfCiEC8hgdaC8RWikG,NorbergEA1990v4,Q110346241,232
i-SGnYRjoHv9HP8rcbBo83EG,NorbergEA1990v4,Q110346241,482
i-SgpDPpFBm7FQNSRFx4bNUa,AskerNorberg1996v1,Q111443541,432
i-SgpDPpFBm7FQNSRFx4bNUa,NorbergEA1986v3,Q110346241,120
i-SGS2vwReXFRqWxhxh3MNmH,AskerNorberg1996v1,Q111443541,177
i-SHtWSkMn1ftL5KCEMdPSaR,NorbergTjerneld1985v2,Q110346241,54
i-SHW87cHVMCQaaznoE9ZBmu,NorbergEA1990v4,Q110346241,490
i-Shx8s54ySb2pPVzcDRXmxN,NorbergTjerneld1985v2,Q110346241,283
i-SHyoXz8eVs5NhxbFZxmFre,NorbergEA1990v4,Q110346241,239
i-SHyoXz8eVs5NhxbFZxmFre,NorbergEA1990v4,Q110346241,239
i-Si8rApVLkHjESceLe7GG8E,NorbergEA1988v1,Q110346241,243
i-Si8rApVLkHjESceLe7GG8E,NorbergEA1992v5,Q110346241,146
i-SicxZPkDU6dXEkxiV9R1zY,AskerNorberg1996v1,Q111443541,395
i-SicxZPkDU6dXEkxiV9R1zY,NorbergTjerneld1985v2,Q110346241,343
i-SJ2MSJAfWzZWNHTdcfjRMr,NorbergEA1990v4,Q110346241,168
i-SJDgeo7YycaCcy89m1LxY8,NorbergEA1992v5,Q110346241,271
i-SJZr3KVaqohjfckH9Qag36,AskerNorberg1996v1,Q111443541,349
i-SKeNWqaodDskJWp4b2SKPZ,NorbergEA1988v1,Q110346241,263
i-Skn5eDMAu5kXBPSHGdq1Qe,NorbergAsker1996v2,Q111443541,368
i-SkTLxm1RdVtrAbrSoc91Et,AskerNorberg1996v1,Q111443541,376
